U,time,event,A,W,Z,X0,X1,X2,X3,X4,T0,T1,C0,C1,T,C,eta_t0,eta_t1,ITE_T1_minus_T0,CATE_XU_eq7
0.17627703572818604,0.10696475644371656,0,1,4.317240861006066,-0.35105726061739373,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,0.246967850974457,0.17696019792832,0.10696475644371656,0.10696475644371656,0.17696019792832,0.10696475644371656,1.546834777799002,2.0468347777990017,-0.07000765304613701,-0.03649856424616794
0.8991234839991122,0.03582100289366199,1,0,1.296937326341228,3.7165490700611805,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,0.03582100289366199,0.02566687014946312,0.15585840896950032,0.15585840896950032,0.03582100289366199,0.15585840896950032,1.1692268812574933,1.6692268812574933,-0.010154132744198869,-0.04694663456308915
-1.4722706158336862,1.5823707945138747,0,0,-7.407687417274657,-4.298912180788767,0.8793979748628286,0.7777919354289483,0.06603069756121605,1.1272412069680329,0.4675093422520456,1.8223714808350187,1.305786225515013,1.5823707945138747,1.5823707945138747,1.8223714808350187,1.5823707945138747,-1.0192759673665295,-0.5192759673665295,-0.5165852553200057,-0.2019486426705301
-0.2852981623875496,0.1511982675660461,1,1,0.822451675236215,-19.868397053771957,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,0.211014180866665,0.1511982675660461,0.41593775538467265,0.41593775538467265,0.1511982675660461,0.41593775538467265,-0.02585111426881151,0.4741488857311885,-0.05981591330061892,-0.10413937909179673
0.8291532953791201,0.10410229393097735,0,0,2.9485184305658985,-7.520928266490824,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.4283278221631072,0.1426917901955014,0.10224313543690279,0.10410229393097735,0.10410229393097735,0.1426917901955014,0.10410229393097735,1.5009696777664416,2.0009696777664416,-0.040448654758598615,-0.037631808271929724
0.06560014834259406,0.11710344946685018,1,1,4.7039048597712965,-1.0675171475809484,-0.3521335504882296,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,0.16343102909637708,0.11710344946685018,0.2343769210166108,0.2343769210166108,0.11710344946685018,0.2343769210166108,0.4370293412153824,0.9370293412153824,-0.0463275796295269,-0.07648871511764582
1.4673338120774801,0.08235717164891466,0,0,6.076079313092071,5.238531642515298,2.1416476008704612,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,0.28369559780322384,0.20327677849795858,0.08235717164891466,0.08235717164891466,0.28369559780322384,0.08235717164891466,1.3597115291474697,1.8597115291474697,-0.08041881930526526,-0.041347905057719
-1.5759233581869183,0.17951169803660827,1,1,-2.9545183372226593,-14.933408449664157,1.1289722927208916,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,0.25052875622819265,0.17951169803660827,0.8297031952012159,0.8297031952012159,0.17951169803660827,0.8297031952012159,-2.031742841787339,-1.5317428417873389,-0.07101705819158438,-0.39662503460456133
-1.6900017679461332,0.13583621476510668,1,1,-5.388992467732088,-2.830788018126414,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.23216132306671977,0.11668580914072822,0.18957470910284546,0.13583621476510668,0.4335663916144991,0.4335663916144991,0.13583621476510668,0.4335663916144991,-1.6189571212259375,-1.1189571212259375,-0.05373849433773878,-0.30120793999294465
0.7696865166227178,0.06240884219985929,0,1,0.6927884914173016,-7.460869720088294,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.6789135630718949,0.06757906948889146,0.09932887876892016,0.0711722516821194,0.06240884219985929,0.06240884219985929,0.0711722516821194,0.06240884219985929,1.666543481665481,2.1665434816654807,-0.028156627086800765,-0.033698964892000936
0.8658072149327748,0.08310975215012073,0,1,2.1672235823666686,3.6574627902665595,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955,0.12401098283379246,0.088857752055441,0.08310975215012073,0.08310975215012073,0.088857752055441,0.08310975215012073,1.362353108215039,1.862353108215039,-0.03515323077835146,-0.041275153296039174
-0.19325000683183333,0.3161660474288551,1,0,3.213814465828044,-0.5211025483464625,-0.6388778482433419,-0.27514225122668373,1.4949413112343959,-0.8658311156932432,0.9682783545914808,0.3161660474288551,0.22654287232313236,0.8684348989538238,0.8684348989538238,0.3161660474288551,0.8684348989538238,-0.4359106210868337,0.0640893789131663,-0.08962317510572276,-0.1368798029522523
0.4003944000457243,0.21356713190567211,1,0,2.7481839696797445,5.949932178272297,-1.6828697716158048,-0.33488502998577485,0.1627530651050056,0.5862223313592781,0.711226579792855,0.21356713190567211,0.15302753691985654,1.5311980162255316,1.5311980162255316,0.21356713190567211,1.5311980162255316,0.3335815388842667,0.8335815388842667,-0.06053959498581557,-0.08194992718855013
0.7452069776314066,0.07319649675561565,0,1,0.29397249645361356,8.683366200756346,0.7933472351999252,-0.3487250722484376,-0.46235179266456716,0.8579758812571538,-0.1913043248816149,0.10746681535770888,0.07700333805145058,0.07319649675561565,0.07319649675561565,0.07700333805145058,0.07319649675561565,1.4765368326691626,1.9765368326691626,-0.0304634773062583,-0.03824979576750194
-0.8138632058517464,0.21419506594547866,0,0,4.006485554505332,2.3939119704993574,-1.2756863233379219,-1.1332872140034806,-0.9194522860016113,0.49716074405376404,0.14242573607056525,0.38883222957877495,0.2786104670534081,0.21419506594547866,0.21419506594547866,0.38883222957877495,0.21419506594547866,-0.5942832453946955,-0.09428324539469546,-0.11022176252536686,-0.1521223208358383
-0.7068483750492992,0.13537716403948633,1,0,-4.426853672638048,4.8553480994784755,0.6904853540677682,-0.42725264633653426,0.15853969107671423,0.6255903939673367,-0.3093465397202384,0.13537716403948633,0.097001976770976,0.5460150695938581,0.5460150695938581,0.13537716403948633,0.5460150695938581,-0.25603542247466915,0.24396457752533085,-0.03837518726851033,-0.12141159574905143
0.1897261791986366,0.15179388349690395,1,0,11.85065531081779,-2.1161743538643205,0.45677523755741145,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291,-1.1958396455890397,0.15179388349690395,0.10876507027912166,0.31353932711297794,0.31353932711297794,0.15179388349690395,0.31353932711297794,0.7452501946393363,1.2452501946393362,-0.04302881321778229,-0.062281388811777964
0.9040889598937201,0.14526041735562506,1,1,5.156343779572007,21.87192898781964,0.4869724807855818,-0.46940234020272387,0.01249411872768743,0.48074665890590895,0.4465311760299441,0.20272724333470132,0.14526041735562506,0.7335457622433867,0.7335457622433867,0.14526041735562506,0.7335457622433867,1.5082828453482116,2.0082828453482113,-0.057466825979076264,-0.03744878298580288
-1.1659569263579848,0.10137919180320612,1,1,-7.924903691313607,-10.6724013341843,0.6653851089727862,-0.09848548450942361,-0.42329831204415375,-0.07971821090639905,-1.6873344339580298,0.1414860597257403,0.10137919180320612,0.44855115257964895,0.44855115257964895,0.10137919180320612,0.44855115257964895,-0.8488178503494045,-0.3488178503494045,-0.04010686792253418,-0.18025538956048173
-0.19794763193501935,0.2883272885950853,1,1,0.8150548513560435,-3.9100939906043726,-1.4471124724230873,-1.3226996123544024,-0.9972468276014818,0.3997742267234366,-0.9054790553600608,0.4023931464546838,0.2883272885950853,0.8594037913231473,0.8594037913231473,0.2883272885950853,0.8594037913231473,0.4180567122542267,0.9180567122542267,-0.11406585785959855,-0.0774623207650199
-0.24423663170443868,0.33982535557482846,1,0,2.2741636547063497,6.0917589197205695,-0.3781625540393897,1.2992282977860654,-0.35626397106142593,0.7375155684670865,-0.933617680009877,0.33982535557482846,0.2434955073962357,0.3622337855029086,0.3622337855029086,0.33982535557482846,0.3622337855029086,0.8327969278006732,1.3327969278006733,-0.09632984817859275,-0.058750411510017655
0.4179591050427642,0.002842073063987087,1,0,-1.4321569187695005,5.843254143909904,-0.20543755786763002,-0.9500220549105812,-0.3390330759005625,0.8403081374573955,-1.7273204231923487,0.002842073063987087,0.0020364343372851327,0.08860373735942045,0.08860373735942045,0.002842073063987087,0.08860373735942045,1.5932615492647026,2.0932615492647026,-0.0008056387267019543,-0.03538619396625099
-0.008698370008834274,0.49394729953858635,0,0,-7.220341272442658,4.360318930792003,0.43442364354585733,0.2377356023322779,-0.5941499556967944,-1.4460578543884546,0.07212950771386951,0.6087787901516587,0.4362090643568938,0.49394729953858635,0.49394729953858635,0.6087787901516587,0.49394729953858635,-0.1952797558187472,0.30472024418125276,-0.17256972579476487,-0.11659222761624564
-0.5458835838028594,0.11480084970205315,0,1,-6.136012409549357,3.5100940325091097,-0.5294927090638024,0.23267621135470395,0.02185214552344288,1.6017788913209154,-0.23935562747302427,0.6839115418737308,0.4900440334153253,0.11480084970205315,0.11480084970205315,0.4900440334153253,0.11480084970205315,0.029081044637027098,0.5290810446370271,-0.1938675084584055,-0.10039463265342119
