U,time,event,A,W,Z,X0,X1,X2,X3,X4,T0,T1,C0,C1,T,C,eta_t0,eta_t1,ITE_T1_minus_T0,CATE_XU_eq7
0.17627703572818604,0.5414629563848431,1,1,1.3945443673084372,-0.5282879352735776,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,0.339545510028616,0.5414629563848431,1.7651092945787112,1.7651092945787112,0.5414629563848431,1.7651092945787112,0.5254796648619794,-0.17452033513802057,0.2019174463562271,0.15127220285352755
0.8991234839991122,0.3935712035219153,1,1,1.2354104769021732,1.8816751537669167,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,0.2468042060063737,0.3935712035219153,0.4576499164267392,0.4576499164267392,0.3935712035219153,0.4576499164267392,-0.25350627092453726,-0.9535062709245372,0.14676699751554162,0.2542720709068571
-1.4722706158336862,0.21768833904811022,1,0,-4.264703908617681,-2.9823262613358574,0.8793979748628286,0.7777919354289483,0.06603069756121605,1.1272412069680329,0.4675093422520456,0.21768833904811022,0.34714101099897354,1.4688531534533313,1.4688531534533313,0.21768833904811022,1.4688531534533313,-0.5498537137737507,-1.2498537137737507,0.12945267195086332,0.3098132823311505
-0.2852981623875496,0.4342298985490055,0,0,-0.31674672793417524,-3.340012081474996,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,1.4044431124397145,2.239622958559663,0.4342298985490055,0.4342298985490055,1.4044431124397145,0.4342298985490055,-1.060372179877823,-1.760372179877823,0.8351798461199484,0.4354218995261063
0.8291532953791201,0.0476072369459294,1,0,2.1806627195520814,-0.44443235968151606,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.4283278221631072,0.0476072369459294,0.07591782103048336,0.4317209240951602,0.4317209240951602,0.0476072369459294,0.4317209240951602,0.7425512933002185,0.04255129330021856,0.02831058408455396,0.13089120250515537
0.06560014834259406,0.22879513009295827,0,1,1.592150066372873,-0.28497576083188875,-0.3521335504882296,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,0.9931064108035501,1.5836767600110877,0.22879513009295827,0.22879513009295827,1.5836767600110877,0.22879513009295827,-0.10869178121346867,-0.8086917812134686,0.5905703492075376,0.2308716309567197
1.4673338120774801,0.03341388427794091,1,1,3.381867194849562,2.9680927628682126,2.1416476008704612,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,0.02095348212727372,0.03341388427794091,0.08882405153518003,0.08882405153518003,0.03341388427794091,0.08882405153518003,3.4385796285826595,2.7385796285826594,0.012460402150667193,0.021693533904315446
-1.5759233581869183,0.5640329720770443,0,0,-2.600625025985471,-3.792687660298106,1.1289722927208916,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,0.6874037109365256,1.0961819095243965,0.5640329720770443,0.5640329720770443,0.6874037109365256,0.5640329720770443,-0.8573824802351889,-1.557382480235189,0.4087781985878709,0.38031086291524746
-1.6900017679461332,0.4616756014811622,1,0,-3.8594307937522494,-2.497117386695043,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.23216132306671977,0.11668580914072822,0.4616756014811622,0.7362201197938771,3.8704718578144326,3.8704718578144326,0.4616756014811622,3.8704718578144326,-1.1206777920941629,-1.8206777920941628,0.2745445183127149,0.45328414772069076
0.7696865166227178,0.48131894564039246,1,1,0.687138741230032,-0.47477577718094777,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.6789135630718949,0.06757906948889146,0.3018298573462255,0.48131894564039246,0.8527157836505179,0.8527157836505179,0.48131894564039246,0.8527157836505179,1.2667690575492274,0.5667690575492275,0.17948908829416693,0.09228558496379032
0.8658072149327748,0.03030973930906005,1,0,0.9901028122402227,2.196952262583462,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955,0.03030973930906005,0.048334024655942054,0.20027395636225082,0.20027395636225082,0.03030973930906005,0.20027395636225082,1.1364140867856691,0.4364140867856692,0.018024285346882003,0.10066430490747524
