time,event,W,A,Z,V,X0,X1,X2,X3,X4,tildeZ,tildeV,mu_U_post,var_U_post,CATE_XZV_eq9
0.5247192697649552,1,1,1,-0.6256794602482346,0.647897071543335,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,0.1990536686157277,0.8979304909621688,0.4155243028704153,0.24242424242424246,0.1180764132893974
0.42542862302647144,0,1,1,1.336316781599387,0.7719862040104843,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,1.134930573643355,0.9143152986754219,0.7762294970904456,0.24242424242424246,0.27820749888413476
0.16216434224532694,1,0,0,-2.1774535359375373,-2.8204272546145432,0.8793979748628286,0.7777919354289483,0.06603069756121605,1.1272412069680329,0.4675093422520456,-1.6414704127111688,-2.2483159266131865,-1.4734039164107406,0.24242424242424246,0.1976928064572502
0.40365751458888355,0,0,0,-2.3344352708038696,-0.43076889189916123,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,-2.409427958024107,-0.004014606049181579,-0.9141827894217002,0.24242424242424246,0.49238217113534016
0.05619430658415117,1,0,0,-0.4895533977786222,1.5930815443810133,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.4283278221631072,-0.0802758974638434,1.0187472980985812,0.3554815911495219,0.24242424242424246,0.1702752541141628
0.21268658347103891,0,1,1,-0.2769202605946003,0.8582447455408196,-0.3521335504882296,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,-0.03496741943238549,0.8339346652310939,0.3026391082570865,0.24242424242424246,0.1764707844646266
0.04192035910020522,1,1,1,2.1158888872093433,2.041171015256183,2.1416476008704612,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,1.759117121911644,2.1325713721373596,1.4741244295640166,0.24242424242424246,0.02481513074308597
0.5015669466302983,1,0,0,-2.4230819239285073,-1.7329281255330156,1.1289722927208916,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,-3.007662576097415,-1.6633044226899278,-1.7693056813588417,0.24242424242424246,0.26336365206273865
0.3292647470894822,1,0,0,-1.6346959476673262,-2.6698064461973052,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.23216132306671977,0.11668580914072822,-1.7328831342345021,-2.0676713170769574,-1.4396039588300982,0.24242424242424246,0.24215247102395748
0.5252113618996618,1,1,1,-0.4948832071477464,0.30102254537647977,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.6789135630718949,0.06757906948889146,-0.12812475314850746,0.7710815166689572,0.24354422860623096,0.24242424242424246,0.12200093584978504
0.03604003966046734,1,0,0,1.6877971014629372,0.2919837226157163,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955,1.053503347004498,1.1564543186676997,0.8371051763909839,0.24242424242424246,0.10404824675998792
0.1068245253191787,1,0,0,-0.2974023985966917,1.3899345895167157,-0.6388778482433419,-0.27514225122668373,1.4949413112343959,-0.8658311156932432,0.9682783545914808,-0.20877063539169333,0.19375349538020625,-0.005688310610411766,0.24242424242424246,0.27579865475498205
0.14782867126284124,0,1,1,0.879799482335728,1.3513803033564946,-1.6828697716158048,-0.33488502998577485,0.1627530651050056,0.5862223313592781,0.711226579792855,0.9951956819893832,0.6415241665546186,0.6199696396000006,0.24242424242424246,0.37041276623082964
0.1243640162403373,1,0,0,1.3230725192123949,0.2816939232208337,0.7933472351999252,-0.3487250722484376,-0.46235179266456716,0.8579758812571538,-0.1913043248816149,1.5986653217814215,0.6725974228539914,0.8603267972103836,0.24242424242424246,0.0699097413997272
1.36250234497217,1,1,1,-0.2055402668196587,0.456053587939007,-1.2756863233379219,-1.1332872140034806,-0.9194522860016113,0.49716074405376404,0.14242573607056525,-0.4466712864325232,-0.016409589833167315,-0.17540942282791305,0.24242424242424246,0.5051745428541317
0.24649374556592496,1,0,0,-0.42680572075413825,-1.3964509655630901,0.6904853540677682,-0.42725264633653426,0.15853969107671423,0.6255903939673367,-0.3093465397202384,-0.018533503872839585,-1.2462898903239203,-0.47909977052907565,0.24242424242424246,0.150434336076361
0.21759854717246443,1,0,0,0.08370577383750344,1.9125605161638286,0.45677523755741145,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291,-1.1958396455890397,-0.09054780154043418,2.1732489409224947,0.7889019467356289,0.24242424242424246,0.10104301649243663
0.17780530453304116,1,1,1,2.928465464072978,1.6749098904147233,0.4869724807855818,-0.46940234020272387,0.01249411872768743,0.48074665890590895,0.4465311760299441,3.1625828889074366,1.5145452640167274,1.7716394518652134,0.24242424242424246,0.05272192084249953
0.1456795995082761,1,0,0,-2.1061577889638374,-2.865808177549674,0.6653851089727862,-0.09848548450942361,-0.42329831204415375,-0.07971821090639905,-1.6873344339580298,-2.1410122035538897,-2.0679452488939933,-1.5943020653211677,0.24242424242424246,0.2948541758736469
0.4996137485101812,0,1,1,-0.3543198293308089,0.1786682235059837,-1.4471124724230873,-1.3226996123544024,-0.9972468276014818,0.3997742267234366,-0.9054790553600608,-0.6201522542624764,-0.04976416718588686,-0.25375622024559213,0.24242424242424246,0.603848266977254
0.4649760959291102,0,0,0,0.30997851858064074,-0.6712715960289918,-0.3781625540393897,1.2992282977860654,-0.35626397106142593,0.7375155684670865,-0.933617680009877,0.47685023449307556,0.37391018272126664,0.3222577337933114,0.24242424242424246,0.16918442741193374
0.07591227897772247,1,0,0,0.7039500445490223,-0.2541411223776346,-0.20543755786763002,-0.9500220549105812,-0.3390330759005625,0.8403081374573955,-1.7273204231923487,1.0201361489315584,0.1384638206269963,0.43886362483278585,0.24242424242424246,0.1717605991742888
0.4625930325709088,1,0,0,1.1722700404140354,-1.280270218558716,0.43442364354585733,0.2377356023322779,-0.5941499556967944,-1.4460578543884546,0.07212950771386951,0.38121284530504485,-1.2048136080701999,-0.31196998589589203,0.24242424242424246,0.18800214743070556
0.9536446453230416,1,0,0,-0.6403013854443166,-1.7379867695003124,-0.5294927090638024,0.23267621135470395,0.02185214552344288,1.6017788913209154,-0.23935562747302427,-0.005628657408372928,-1.3771347370819758,-0.523774013064526,0.24242424242424246,0.2926169633426546
0.01047088865140139,1,1,1,-0.9220024401671427,1.9309556057314723,-1.023497492621865,0.17927563495631615,0.21999668397176517,1.3591875752404365,0.8351112459145785,-0.418279942927427,1.6822401362338468,0.47877280049485604,0.24242424242424246,0.23661679794472618
0.5669495666456069,1,0,0,1.383619205411334,-3.204346490886916,0.35687105914950934,1.4633028912195618,-1.188763054322851,-0.6397515327497477,-0.9265759414055249,0.7321814740094474,-1.9429506596755175,-0.4586246915401781,0.24242424242424246,0.1867914270678618
1.1486294384674882,1,0,0,-0.6682000624957243,-1.044343182098547,-0.38980980315576796,-1.3766861475563088,0.6351509468144043,-0.22222269709877338,-1.4708062945026579,-0.45520913011474556,-1.4515720204982716,-0.7222655873534156,0.24242424242424246,0.3808963358465982
0.11420523642694565,0,0,0,-1.4786397756192056,-0.19838463603377404,-1.0155790812075416,0.3135138474501953,0.8381265678943811,1.9967308916917865,2.9138624660073296,-0.594782290102942,-1.1620298383724825,-0.6654591395740244,0.24242424242424246,0.3924003615663916
0.26986013347546656,1,1,1,-1.7591523429365115,-1.503285988532062,0.4144094332759964,-0.9895381200318641,-2.132046280731309,0.2677114623438358,-0.812941095310326,-2.34044714002026,-0.8916652503233589,-1.2242849963422797,0.24242424242424246,0.3306088207278576
