time,event,A,X0,X1,X2,X3,X4,W,Z
0.3484080009694217,1,1,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,4.317240861006066,-0.35105726061739373
0.34181661797394164,0,1,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,1.296937326341228,3.7165490700611805
0.08307152909497093,1,1,0.8793979748628286,0.7777919354289483,0.06603069756121605,1.1272412069680329,0.4675093422520456,-7.407687417274657,-4.298912180788767
0.32432431432323694,0,0,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,0.822451675236215,-19.868397053771957
0.07829445347072414,1,0,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.4283278221631072,2.9485184305658985,-7.520928266490824
0.1708860305010069,0,1,-0.3521335504882296,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,4.7039048597712965,-1.0675171475809484
0.05053696916506934,1,0,2.1416476008704612,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,6.076079313092071,5.238531642515298
0.26703179881657774,1,0,1.1289722927208916,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,-2.9545183372226593,-14.933408449664157
0.16747957815797526,1,0,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.23216132306671977,0.11668580914072822,-5.388992467732088,-2.830788018126414
0.4421615806324311,1,1,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.6789135630718949,0.06757906948889146,0.6927884914173016,-7.460869720088294
0.05095553650235844,1,0,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955,2.1672235823666686,3.6574627902665595
0.09887807596632094,1,0,-0.6388778482433419,-0.27514225122668373,1.4949413112343959,-0.8658311156932432,0.9682783545914808,3.213814465828044,-0.5211025483464625
0.1187750276207952,0,1,-1.6828697716158048,-0.33488502998577485,0.1627530651050056,0.5862223313592781,0.711226579792855,2.7481839696797445,5.949932178272297
0.1546702870594481,1,1,0.7933472351999252,-0.3487250722484376,-0.46235179266456716,0.8579758812571538,-0.1913043248816149,0.29397249645361356,8.683366200756346
0.6088262756007561,1,1,-1.2756863233379219,-1.1332872140034806,-0.9194522860016113,0.49716074405376404,0.14242573607056525,4.006485554505332,2.3939119704993574
