model_name,display_name,design,term,coef,se,tvalue,pvalue,ci_lower,ci_upper
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Constant,-51.66398550378422,249.2638026463935,-0.2072662976143188,0.8358018932259748,-540.2120613402153,436.88409033264685
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Age,1.9630867544858912,1.5307081314638802,1.2824696714771544,0.19967793743243645,-1.0370460540259163,4.963219562997699
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Weight,-1.1594193271916855,1.177273371115948,-0.9848344111382231,0.3247054148499764,-3.4668327345370007,1.1479940801536297
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Karnofsky score,0.677155732230473,2.239568811764237,0.3023598688611128,0.7623777438646354,-3.7123184797265947,5.06662994418754
final_conditional_x14,Final Conditional (All 14 in X),All covariates,CD4 count,-0.10422548680840961,0.15775312549277443,-0.6606873016483179,0.5088128689565438,-0.41341593122287495,0.20496495760605576
final_conditional_x14,Final Conditional (All 14 in X),All covariates,CD8 count,0.031750240531413156,0.05112398761480472,0.6210438976442201,0.5345707406982684,-0.06845093393967588,0.13195141500250218
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Gender,1.7359735839915247,51.07222571504808,0.03399056061659032,0.9728846778898406,-98.36374942780311,101.83569659578616
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Homosexual activity,-6.874651018273323,42.46257973310336,-0.16189904290986637,0.8713853565233789,-90.09977798581633,76.35047594926968
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Race,48.38339313420663,30.132090455692182,1.6057098064720112,0.10833768562200669,-10.674418937853154,107.4412052062664
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Symptomatic status,-6.097493210127022,35.08261262172769,-0.17380385195003023,0.862019617052874,-74.85815043228362,62.663164012029576
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Intravenous drug use,51.233916748602354,41.877880064867604,1.2234123759188031,0.22117398131011212,-30.845219927426058,133.31305342463077
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Haemophilia,-48.61862199018091,59.16775014643617,-0.8217081411723974,0.4112430246115307,-164.58528132346032,67.34803734309848
final_conditional_x14,Final Conditional (All 14 in X),All covariates,Antiretroviral history,13.467981707407871,26.5093950076626,0.5080456081142146,0.6114213587355419,-38.489477759556735,65.42544117437248
final_conditional_x14,Final Conditional (All 14 in X),All covariates,CD4 count 20± 5 weeks,0.06493461685973939,0.13176545984038504,0.492804540267217,0.6221507023461958,-0.19332093883377416,0.32319017255325294
final_conditional_x14,Final Conditional (All 14 in X),All covariates,CD8 count 20± 5 weeks,-0.03267078057403876,0.04917747549582173,-0.6643444024859423,0.5064699081764077,-0.1290568613964504,0.06371530024837287
final_conditional_x14,Final Conditional (All 14 in X),Age only,Constant,-67.65923888850756,52.489855454107655,-1.2889964794752127,0.19739931050086046,-170.5374651322719,35.21898735525677
final_conditional_x14,Final Conditional (All 14 in X),Age only,Age,2.04649038560532,1.4540190251662826,1.4074715324796263,0.15928761288015292,-0.8033345365566325,4.8963153077672725
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Constant,-51.99415309070889,245.95259191699637,-0.21139908583787473,0.8325758700209218,-534.052375152299,430.0640689708812
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Age,1.6056898030962299,1.5132814753274817,1.061064864187775,0.2886604241977365,-1.3602873870172725,4.571666993209732
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Weight,-0.9906714187860779,1.1639761543451101,-0.8511097199782938,0.39470840649938277,-3.272022760165929,1.290679922593773
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Karnofsky score,0.555140355829438,2.2372602303630553,0.24813401154471496,0.8040307209189229,-3.8298091197259354,4.940089831384811
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,CD4 count,-0.047299340205444365,0.14477350204771436,-0.3267126893832787,0.7438852017595436,-0.3310501901347003,0.23645150972381157
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,CD8 count,0.0241851316785962,0.04877188860437072,0.4958826153889976,0.6199772322700985,-0.07140601344396988,0.11977627680116229
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Gender,-2.138109994765213,50.862676768763045,-0.04203691450384534,0.9664692705951473,-101.82712461884287,97.55090462931244
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Homosexual activity,-5.497446972118373,42.56661667779559,-0.12914925829625676,0.8972395458610822,-88.92648260431973,77.931588660083
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Race,45.032745888314736,29.85963308314856,1.5081479991034854,0.13151665277370822,-13.491059546237132,103.5565513228666
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Symptomatic status,-5.34368767155318,34.07917766893827,-0.15680213071642646,0.8754007935572254,-72.13764852541387,61.4502731823075
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Intravenous drug use,41.1469492257567,41.57630351828255,0.9896731008725427,0.3223339268616785,-40.34110828038304,122.63500673189644
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Haemophilia,-24.208810087549594,59.11626044731464,-0.40951186533736983,0.6821640610508958,-140.07455146497597,91.6569312898768
final_conditional_x12_w2_z2,"Final Conditional (X=12 baseline, W=2 immune, Z=2 selection)",All covariates,Antiretroviral history,18.6501263213187,26.44434635229211,0.7052594937632923,0.48064876326183537,-33.179840123876986,70.48009276651439
